date,weekday,open,close,high,low,openNow,openNowFake,openForward,OpenM1
2023-02-17,(週五),1.1984,1.2040,1.2049,1.1915,1.2032,1.2031,,1.2032
2023-02-20,(週一),1.2032,1.2033,1.2057,1.2014,1.2033,1.1984,,1.2033
2023-02-21,(週二),1.2033,1.2090,1.2148,1.1986,1.2103,1.2032,,1.2103
2023-02-22,(週三),1.2103,1.2034,1.2135,1.2025,1.2039,1.2033,,1.2039
2023-02-23,(週四),1.2039,1.2011,1.2075,1.1992,1.2015,1.2103,,1.2015
2023-02-24,(週五),1.2015,1.1939,1.2042,1.1928,1.1943,1.2039,,1.1943
2023-02-27,(週一),1.1943,1.2046,1.2066,1.1922,1.2052,1.2015,,1.2052
2023-02-28,(週二),1.2052,1.2015,1.2143,1.1990,1.2020,1.1943,,1.2020
2023-03-01,(週三),1.2020,1.2004,1.2089,1.1965,1.2019,1.2052,,1.2019
2023-03-02,(週四),1.2019,1.1949,1.2036,1.1925,1.1940,1.2020,,1.1940
2023-03-03,(週五),1.1940,1.2044,1.2049,1.1939,1.2032,1.2019,,1.2032
2023-03-06,(週一),1.2032,1.2018,1.2049,1.1991,1.2021,1.1940,,1.2021
2023-03-07,(週二),1.2021,1.1823,1.2065,1.1812,1.1824,1.2032,,1.1824
2023-03-08,(週三),1.1824,1.1831,1.1859,1.1802,1.1834,1.2021,,1.1834
2023-03-09,(週四),1.1834,1.1917,1.1939,1.1832,1.1918,1.1824,,1.1918
2023-03-10,(週五),1.1918,1.2031,1.2113,1.1907,1.2084,1.1834,,1.2084
2023-03-13,(週一),1.2084,1.2164,1.2200,1.2047,1.2170,1.1918,,1.2170
2023-03-14,(週二),1.2170,1.2156,1.2204,1.2135,1.2153,1.2084,,1.2153
2023-03-15,(週三),1.2153,1.2047,1.2182,1.2008,1.2059,1.2170,,1.2059
2023-03-16,(週四),1.2059,1.2101,1.2128,1.2027,1.2100,1.2153,,1.2100
2023-03-17,(週五),1.2100,1.2175,1.2201,1.2100,1.2183,1.2059,,1.2183
2023-03-20,(週一),1.2183,1.2267,1.2285,1.2167,1.2276,1.2100,,1.2276
2023-03-21,(週二),1.2276,1.2213,1.2282,1.2179,1.2213,1.2183,,1.2213
2023-03-22,(週三),1.2213,1.2256,1.2335,1.2208,1.2266,1.2276,,1.2266
2023-03-23,(週四),1.2266,1.2283,1.2343,1.2252,1.2280,1.2213,,1.2280
2023-03-24,(週五),1.2280,1.2230,1.2292,1.2190,1.2244,1.2266,,1.2244
2023-03-27,(週一),1.2244,1.2283,1.2293,1.2219,1.2278,1.2280,,1.2278
2023-03-28,(週二),1.2278,1.2332,1.2349,1.2281,1.2335,1.2244,,1.2335
2023-03-29,(週三),1.2335,1.2305,1.2362,1.2290,1.2309,1.2278,,1.2309
2023-03-30,(週四),1.2309,1.2381,1.2393,1.2294,1.2384,1.2335,,1.2384
2023-03-31,(週五),1.2384,1.2329,1.2423,1.2324,1.2310,1.2309,,1.2310
2023-04-03,(週一),1.2310,1.2407,1.2423,1.2274,1.2404,1.2384,,1.2404
2023-04-04,(週二),1.2404,1.2499,1.2525,1.2395,1.2502,1.2310,,1.2502
2023-04-05,(週三),1.2502,1.2454,1.2514,1.2422,1.2456,1.2404,,1.2456
2023-04-06,(週四),1.2456,1.2440,1.2487,1.2413,1.2437,1.2502,,1.2437
2023-04-07,(週五),1.2437,1.2411,1.2456,1.2389,1.2427,1.2456,,1.2427
2023-04-10,(週一),1.2427,1.2378,1.2443,1.2344,1.2378,1.2437,,1.2378
2023-04-11,(週二),1.2378,1.2419,1.2456,1.2377,1.2421,1.2427,,1.2421
2023-04-12,(週三),1.2421,1.2476,1.2495,1.2398,1.2480,1.2378,,1.2480
2023-04-13,(週四),1.2480,1.2516,1.2537,1.2478,1.2517,1.2421,,1.2517
2023-04-14,(週五),1.2517,1.2414,1.2547,1.2399,1.2407,1.2480,,1.2407
2023-04-17,(週一),1.2407,1.2360,1.2438,1.2350,1.2372,1.2517,,1.2372
2023-04-18,(週二),1.2372,1.2422,1.2450,1.2367,1.2424,1.2407,,1.2424
2023-04-19,(週三),1.2424,1.2439,1.2474,1.2392,1.2436,1.2372,,1.2436
2023-04-20,(週四),1.2436,1.2434,1.2468,1.2405,1.2436,1.2424,,1.2436
2023-04-21,(週五),1.2436,1.2444,1.2448,1.2367,1.2445,1.2436,,1.2445
2023-04-24,(週一),1.2445,1.2472,1.2486,1.2410,1.2481,1.2436,,1.2481
2023-04-25,(週二),1.2481,1.2402,1.2507,1.2387,1.2404,1.2445,,1.2404
2023-04-26,(週三),1.2404,1.2447,1.2516,1.2402,1.2461,1.2481,,1.2461
2023-04-27,(週四),1.2461,1.2463,1.2499,1.2436,1.2494,1.2404,,1.2494
2023-04-28,(週五),1.2494,1.2568,1.2584,1.2446,1.2556,1.2461,,1.2556
2023-05-01,(週一),1.2556,1.2491,1.2569,1.2446,1.2492,1.2494,,1.2492
2023-05-02,(週二),1.2492,1.2455,1.2512,1.2436,1.2466,1.2556,,1.2466
2023-05-03,(週三),1.2466,1.2537,1.2590,1.2465,1.2550,1.2492,,1.2550
2023-05-04,(週四),1.2550,1.2561,1.2599,1.2543,1.2567,1.2466,,1.2567
2023-05-05,(週五),1.2567,1.2631,1.2652,1.2539,1.2628,1.2550,,1.2628
2023-05-08,(週一),1.2628,1.2607,1.2668,1.2566,1.2613,1.2567,,1.2613
2023-05-09,(週二),1.2613,1.2606,1.2639,1.2578,1.2615,1.2628,,1.2615
2023-05-10,(週三),1.2615,1.2625,1.2680,1.2603,1.2620,1.2613,,1.2620
2023-05-11,(週四),1.2620,1.2505,1.2640,1.2496,1.2512,1.2615,,1.2512
2023-05-12,(週五),1.2512,1.2448,1.2541,1.2445,1.2448,1.2620,,1.2448
2023-05-15,(週一),1.2448,1.2513,1.2535,1.2445,1.2525,1.2512,,1.2525
2023-05-16,(週二),1.2525,1.2470,1.2546,1.2459,1.2479,1.2448,,1.2479
2023-05-17,(週三),1.2479,1.2475,1.2510,1.2422,1.2484,1.2525,,1.2484
2023-05-18,(週四),1.2484,1.2397,1.2493,1.2378,1.2403,1.2479,,1.2403
2023-05-19,(週五),1.2403,1.2446,1.2484,1.2392,1.2451,1.2484,,1.2451
2023-05-22,(週一),1.2451,1.2424,1.2472,1.2407,1.2431,1.2403,,1.2431
2023-05-23,(週二),1.2431,1.2404,1.2446,1.2373,1.2415,1.2451,,1.2415
2023-05-24,(週三),1.2415,1.2359,1.2469,1.2349,1.2362,1.2431,,1.2362
2023-05-25,(週四),1.2362,1.2315,1.2387,1.2293,1.2321,1.2415,,1.2321
2023-05-26,(週五),1.2321,1.2349,1.2395,1.2311,1.2346,1.2362,,1.2346
2023-05-29,(週一),1.2346,1.2341,1.2372,1.2335,1.2346,1.2321,,1.2346
2023-05-30,(週二),1.2346,1.2392,1.2446,1.2327,1.2410,1.2346,,1.2410
2023-05-31,(週三),1.2410,1.2425,1.2444,1.2348,1.2430,1.2346,,1.2430
2023-06-01,(週四),1.2430,1.2512,1.2540,1.2401,1.2521,1.2410,,1.2521
2023-06-02,(週五),1.2521,1.2450,1.2545,1.2441,1.2436,1.2430,,1.2436
2023-06-05,(週一),1.2436,1.2412,1.2444,1.2368,1.2427,1.2521,,1.2427
2023-06-06,(週二),1.2427,1.2413,1.2459,1.2392,1.2421,1.2436,,1.2421
2023-06-07,(週三),1.2421,1.2428,1.2500,1.2395,1.2434,1.2427,,1.2434
2023-06-08,(週四),1.2434,1.2546,1.2561,1.2433,1.2555,1.2421,,1.2555
2023-06-09,(週五),1.2555,1.2579,1.2590,1.2534,1.2576,1.2434,,1.2576
2023-06-12,(週一),1.2576,1.2495,1.2600,1.2468,1.2507,1.2555,,1.2507
2023-06-13,(週二),1.2507,1.2592,1.2625,1.2507,1.2608,1.2576,,1.2608
2023-06-14,(週三),1.2608,1.2648,1.2699,1.2599,1.2660,1.2507,,1.2660
2023-06-15,(週四),1.2660,1.2773,1.2786,1.2630,1.2780,1.2608,,1.2780
2023-06-16,(週五),1.2780,1.2820,1.2848,1.2768,1.2831,1.2660,,1.2831
2023-06-19,(週一),1.2831,1.2770,1.2837,1.2738,1.2786,1.2780,,1.2786
2023-06-20,(週二),1.2786,1.2741,1.2806,1.2713,1.2756,1.2831,,1.2756
2023-06-21,(週三),1.2756,1.2742,1.2801,1.2691,1.2765,1.2786,,1.2765
2023-06-22,(週四),1.2765,1.2733,1.2832,1.2715,1.2743,1.2756,,1.2743
2023-06-23,(週五),1.2743,1.2715,1.2749,1.2683,1.2723,1.2765,,1.2723
2023-06-26,(週一),1.2723,1.2705,1.2748,1.2688,1.2709,1.2743,,1.2709
2023-06-27,(週二),1.2709,1.2747,1.2759,1.2701,1.2747,1.2723,,1.2747
2023-06-28,(週三),1.2747,1.2631,1.2752,1.2607,1.2637,1.2709,,1.2637
2023-06-29,(週四),1.2637,1.2605,1.2667,1.2591,1.2607,1.2747,,1.2607
2023-06-30,(週五),1.2607,1.2694,1.2727,1.2599,1.2697,1.2637,,1.2697
2023-07-03,(週一),1.2697,1.2686,1.2723,1.2658,1.2691,1.2607,,1.2691
2023-07-04,(週二),1.2691,1.2710,1.2739,1.2681,1.2709,1.2697,,1.2709
2023-07-05,(週三),1.2709,1.2687,1.2735,1.2678,1.2700,1.2691,,1.2700
2023-07-06,(週四),1.2700,1.2735,1.2781,1.2673,1.2737,1.2709,,1.2737
2023-07-07,(週五),1.2737,1.2838,1.2849,1.2726,1.2837,1.2700,,1.2837
2023-07-10,(週一),1.2837,1.2852,1.2868,1.2750,1.2855,1.2737,,1.2855
2023-07-11,(週二),1.2855,1.2930,1.2935,1.2853,1.2930,1.2837,,1.2930
2023-07-12,(週三),1.2930,1.2972,1.3001,1.2904,1.2989,1.2855,,1.2989
2023-07-13,(週四),1.2989,1.3120,1.3141,1.2982,1.3129,1.2930,,1.3129
2023-07-14,(週五),1.3129,1.3091,1.3142,1.3089,1.3092,1.2989,,1.3092
2023-07-17,(週一),1.3092,1.3072,1.3109,1.3051,1.3072,1.3129,,1.3072
2023-07-18,(週二),1.3072,1.3030,1.3126,1.3000,1.3037,1.3092,,1.3037
2023-07-19,(週三),1.3037,1.2931,1.3041,1.2867,1.2933,1.3072,,1.2933
2023-07-20,(週四),1.2933,1.2861,1.2964,1.2840,1.2865,1.3037,,1.2865
2023-07-21,(週五),1.2865,1.2853,1.2904,1.2816,1.2853,1.2933,,1.2853
2023-07-24,(週一),1.2853,1.2815,1.2884,1.2794,1.2817,1.2865,,1.2817
2023-07-25,(週二),1.2817,1.2871,1.2905,1.2809,1.2893,1.2853,,1.2893
2023-07-26,(週三),1.2893,1.2935,1.2960,1.2875,1.2939,1.2817,,1.2939
2023-07-27,(週四),1.2939,1.2786,1.2996,1.2769,1.2795,1.2893,,1.2795
2023-07-28,(週五),1.2795,1.2846,1.2887,1.2763,1.2853,1.2939,,1.2853
2023-07-31,(週一),1.2853,1.2832,1.2873,1.2815,1.2836,1.2795,,1.2836
2023-08-01,(週二),1.2836,1.2768,1.2841,1.2741,1.2771,1.2853,,1.2771
2023-08-02,(週三),1.2771,1.2701,1.2805,1.2680,1.2709,1.2836,,1.2709
2023-08-03,(週四),1.2709,1.2699,1.2728,1.2618,1.2703,1.2771,,1.2703
2023-08-04,(週五),1.2703,1.2750,1.2792,1.2669,1.2753,1.2709,,1.2753
2023-08-07,(週一),1.2753,1.2784,1.2789,1.2713,1.2773,1.2703,,1.2773
2023-08-08,(週二),1.2773,1.2721,1.2785,1.2684,1.2738,1.2753,,1.2738
2023-08-09,(週三),1.2738,1.2716,1.2782,1.2696,1.2715,1.2773,,1.2715
2023-08-10,(週四),1.2715,1.2669,1.2819,1.2630,1.2676,1.2738,,1.2676
2023-08-11,(週五),1.2676,1.2696,1.2739,1.2661,1.2688,1.2715,,1.2688
2023-08-14,(週一),1.2688,1.2679,1.2715,1.2617,1.2682,1.2676,,1.2682
2023-08-15,(週二),1.2682,1.2682,1.2753,1.2664,1.2693,1.2688,,1.2693
2023-08-16,(週三),1.2693,1.2704,1.2766,1.2684,1.2717,1.2682,,1.2717
2023-08-17,(週四),1.2717,1.2740,1.2787,1.2702,1.2746,1.2693,,1.2746
2023-08-18,(週五),1.2746,1.2733,1.2766,1.2689,1.2736,1.2717,,1.2736
2023-08-21,(週一),1.2736,1.2753,1.2767,1.2710,1.2755,1.2746,,1.2755
2023-08-22,(週二),1.2755,1.2729,1.2800,1.2719,1.2725,1.2736,,1.2725
2023-08-23,(週三),1.2725,1.2709,1.2765,1.2614,1.2716,1.2755,,1.2716
2023-08-24,(週四),1.2716,1.2597,1.2728,1.2584,1.2598,1.2725,,1.2598
2023-08-25,(週五),1.2598,1.2577,1.2655,1.2548,1.2579,1.2716,,1.2579
2023-08-28,(週一),1.2579,1.2588,1.2611,1.2562,1.2599,1.2598,,1.2599
2023-08-29,(週二),1.2599,1.2628,1.2655,1.2563,1.2639,1.2579,,1.2639
2023-08-30,(週三),1.2639,1.2705,1.2747,1.2619,1.2713,1.2599,,1.2713
2023-08-31,(週四),1.2713,1.2648,1.2734,1.2623,1.2671,1.2639,,1.2671
2023-09-01,(週五),1.2671,1.2587,1.2713,1.2575,1.2588,1.2713,,1.2588
2023-09-04,(週一),1.2588,1.2615,1.2642,1.2580,1.2620,1.2671,,1.2620
2023-09-05,(週二),1.2620,1.2551,1.2632,1.2528,1.2562,1.2588,,1.2562
2023-09-06,(週三),1.2562,1.2494,1.2588,1.2480,1.2500,1.2620,,1.2500
2023-09-07,(週四),1.2500,1.2465,1.2508,1.2445,1.2470,1.2562,,1.2470
2023-09-08,(週五),1.2470,1.2460,1.2514,1.2451,1.2478,1.2500,,1.2478
2023-09-11,(週一),1.2478,1.2506,1.2548,1.2430,1.2509,1.2470,,1.2509
2023-09-12,(週二),1.2509,1.2480,1.2530,1.2444,1.2486,1.2478,,1.2486
2023-09-13,(週三),1.2486,1.2480,1.2512,1.2434,1.2481,1.2509,,1.2481
2023-09-14,(週四),1.2481,1.2402,1.2506,1.2394,1.2404,1.2486,,1.2404
2023-09-15,(週五),1.2404,1.2385,1.2446,1.2379,1.2389,1.2481,,1.2389
2023-09-18,(週一),1.2389,1.2363,1.2410,1.2363,1.2386,1.2404,,1.2386
2023-09-19,(週二),1.2386,1.2383,1.2425,1.2370,1.2389,1.2389,,1.2389
2023-09-20,(週三),1.2389,1.2332,1.2421,1.2293,1.2335,1.2386,,1.2335
2023-09-21,(週四),1.2335,1.2288,1.2346,1.2229,1.2294,1.2389,,1.2294
2023-09-22,(週五),1.2294,1.2236,1.2295,1.2228,1.2244,1.2335,,1.2244
2023-09-25,(週一),1.2244,1.2202,1.2250,1.2190,1.2206,1.2294,,1.2206
2023-09-26,(週二),1.2206,1.2159,1.2215,1.2136,1.2158,1.2244,,1.2158
2023-09-27,(週三),1.2158,1.2126,1.2164,1.2110,1.2135,1.2206,,1.2135
2023-09-28,(週四),1.2135,1.2193,1.2225,1.2120,1.2199,1.2158,,1.2199
2023-09-29,(週五),1.2199,1.2203,1.2272,1.2180,1.2183,1.2135,,1.2183
2023-10-02,(週一),1.2183,1.2089,1.2220,1.2057,1.2087,1.2199,,1.2087
2023-10-03,(週二),1.2087,1.2060,1.2102,1.2050,1.2078,1.2183,,1.2078
2023-10-04,(週三),1.2078,1.2142,1.2177,1.2037,1.2137,1.2087,,1.2137
2023-10-05,(週四),1.2137,1.2186,1.2196,1.2108,1.2189,1.2078,,1.2189
2023-10-06,(週五),1.2189,1.2234,1.2261,1.2106,1.2213,1.2137,,1.2213
2023-10-09,(週一),1.2213,1.2227,1.2244,1.2163,1.2235,1.2189,,1.2235
2023-10-10,(週二),1.2235,1.2266,1.2291,1.2212,1.2279,1.2213,,1.2279
2023-10-11,(週三),1.2279,1.2281,1.2337,1.2267,1.2311,1.2235,,1.2311
2023-10-12,(週四),1.2311,1.2173,1.2332,1.2137,1.2177,1.2279,,1.2177
2023-10-13,(週五),1.2177,1.2137,1.2225,1.2137,1.2150,1.2311,,1.2150
2023-10-16,(週一),1.2150,1.2194,1.2219,1.2143,1.2197,1.2177,,1.2197
2023-10-17,(週二),1.2197,1.2170,1.2216,1.2133,1.2177,1.2150,,1.2177
2023-10-18,(週三),1.2177,1.2141,1.2211,1.2133,1.2141,1.2197,,1.2141
2023-10-19,(週四),1.2141,1.2137,1.2192,1.2090,1.2140,1.2177,,1.2140
2023-10-20,(週五),1.2140,1.2163,1.2170,1.2093,1.2161,1.2141,,1.2161
2023-10-23,(週一),1.2161,1.2223,1.2259,1.2143,1.2244,1.2140,,1.2244
2023-10-24,(週二),1.2244,1.2155,1.2289,1.2124,1.2160,1.2161,,1.2160
2023-10-25,(週三),1.2160,1.2106,1.2176,1.2091,1.2109,1.2244,,1.2109
2023-10-26,(週四),1.2109,1.2109,1.2140,1.2070,1.2126,1.2160,,1.2126
2023-10-27,(週五),1.2126,1.2120,1.2163,1.2105,1.2116,1.2109,,1.2116
2023-10-30,(週一),1.2116,1.2158,1.2175,1.2090,1.2164,1.2126,,1.2164
2023-10-31,(週二),1.2164,1.2142,1.2201,1.2120,1.2141,1.2116,,1.2141
2023-11-01,(週三),1.2141,1.2136,1.2164,1.2096,1.2145,1.2164,,1.2145
2023-11-02,(週四),1.2145,1.2193,1.2225,1.2145,1.2199,1.2141,,1.2199
2023-11-03,(週五),1.2199,1.2380,1.2389,1.2184,1.2367,1.2145,,1.2367
2023-11-06,(週一),1.2367,1.2338,1.2428,1.2323,1.2343,1.2199,,1.2343
2023-11-07,(週二),1.2343,1.2289,1.2347,1.2263,1.2297,1.2367,,1.2297
2023-11-08,(週三),1.2297,1.2271,1.2301,1.2242,1.2280,1.2343,,1.2280
2023-11-09,(週四),1.2280,1.2215,1.2309,1.2194,1.2223,1.2297,,1.2223
2023-11-10,(週五),1.2223,1.2224,1.2238,1.2187,1.2227,1.2280,,1.2227
2023-11-13,(週一),1.2227,1.2254,1.2281,1.2223,1.2269,1.2223,,1.2269
2023-11-14,(週二),1.2269,1.2491,1.2506,1.2265,1.2490,1.2227,,1.2490
2023-11-15,(週三),1.2490,1.2403,1.2499,1.2396,1.2412,1.2269,,1.2412
2023-11-16,(週四),1.2412,1.2390,1.2456,1.2352,1.2416,1.2490,,1.2416
2023-11-17,(週五),1.2416,1.2462,1.2465,1.2374,1.2457,1.2412,,1.2457
2023-11-20,(週一),1.2457,1.2494,1.2518,1.2446,1.2499,1.2416,,1.2499
2023-11-21,(週二),1.2499,1.2519,1.2559,1.2496,1.2527,1.2457,,1.2527
2023-11-22,(週三),1.2527,1.2483,1.2550,1.2449,1.2490,1.2499,,1.2490
2023-11-23,(週四),1.2490,1.2524,1.2569,1.2489,1.2525,1.2527,,1.2525
2023-11-24,(週五),1.2525,1.2601,1.2615,1.2525,1.2603,1.2490,,1.2603
2023-11-27,(週一),1.2603,1.2620,1.2644,1.2591,1.2621,1.2525,,1.2621
2023-11-28,(週二),1.2621,1.2690,1.2715,1.2607,1.2691,1.2603,,1.2691
2023-11-29,(週三),1.2691,1.2685,1.2733,1.2658,1.2688,1.2621,,1.2688
2023-11-30,(週四),1.2688,1.2609,1.2710,1.2586,1.2615,1.2691,,1.2615
2023-12-01,(週五),1.2615,1.2710,1.2716,1.2614,1.2705,1.2688,,1.2705
2023-12-04,(週一),1.2705,1.2631,1.2724,1.2604,1.2626,1.2615,,1.2626
2023-12-05,(週二),1.2626,1.2591,1.2652,1.2570,1.2589,1.2705,,1.2589
2023-12-06,(週三),1.2589,1.2549,1.2614,1.2537,1.2557,1.2626,,1.2557
2023-12-07,(週四),1.2557,1.2572,1.2613,1.2537,1.2590,1.2589,,1.2590
2023-12-08,(週五),1.2590,1.2548,1.2601,1.2502,1.2544,1.2557,,1.2544
2023-12-11,(週一),1.2544,1.2541,1.2591,1.2499,1.2552,1.2590,,1.2552
2023-12-12,(週二),1.2552,1.2560,1.2615,1.2514,1.2543,1.2544,,1.2543
2023-12-13,(週三),1.2543,1.2610,1.2635,1.2500,1.2616,1.2552,,1.2616
2023-12-14,(週四),1.2616,1.2756,1.2794,1.2612,1.2761,1.2543,,1.2761
2023-12-15,(週五),1.2761,1.2675,1.2791,1.2668,1.2671,1.2616,,1.2671
2023-12-18,(週一),1.2671,1.2626,1.2704,1.2599,1.2645,1.2761,,1.2645
2023-12-19,(週二),1.2645,1.2729,1.2762,1.2643,1.2725,1.2671,,1.2725
2023-12-20,(週三),1.2725,1.2623,1.2733,1.2581,1.2633,1.2645,,1.2633
2023-12-21,(週四),1.2633,1.2664,1.2696,1.2612,1.2673,1.2725,,1.2673
2023-12-22,(週五),1.2673,1.2697,1.2744,1.2671,1.2697,1.2633,,1.2697
2023-12-25,(週一),1.2697,1.2676,1.2715,1.2648,1.2685,1.2673,,1.2685
2023-12-26,(週二),1.2685,1.2715,1.2730,1.2677,1.2719,1.2697,,1.2719
2023-12-27,(週三),1.2719,1.2786,1.2803,1.2699,1.2792,1.2685,,1.2792
2023-12-28,(週四),1.2792,1.2718,1.2828,1.2680,1.2728,1.2719,,1.2728
2023-12-29,(週五),1.2728,1.2734,1.2772,1.2700,1.2728,1.2792,,1.2728
2024-01-01,(週一),1.2728,1.2734,1.2772,1.2700,1.2726,1.2728,,1.2726
2024-01-02,(週二),1.2726,1.2612,1.2760,1.2594,1.2617,1.2728,,1.2617
2024-01-03,(週三),1.2617,1.2644,1.2677,1.2614,1.2663,1.2726,,1.2663
2024-01-04,(週四),1.2663,1.2675,1.2730,1.2656,1.2676,1.2617,,1.2676
2024-01-05,(週五),1.2676,1.2717,1.2771,1.2611,1.2715,1.2663,,1.2715
2024-01-08,(週一),1.2715,1.2740,1.2767,1.2673,1.2748,1.2676,,1.2748
2024-01-09,(週二),1.2748,1.2698,1.2765,1.2685,1.2707,1.2715,,1.2707
2024-01-10,(週三),1.2707,1.2717,1.2744,1.2683,1.2732,1.2748,,1.2732
2024-01-11,(週四),1.2732,1.2736,1.2785,1.2690,1.2746,1.2707,,1.2746
2024-01-12,(週五),1.2746,1.2748,1.2786,1.2720,1.2745,1.2732,,1.2745
2024-01-15,(週一),1.2745,1.2726,1.2765,1.2695,1.2724,1.2746,,1.2724
2024-01-16,(週二),1.2724,1.2723,1.2728,1.2614,1.2632,1.2745,,1.2632
2024-01-17,(週三),1.2632,1.2666,1.2696,1.2597,1.2674,1.2724,,1.2674
2024-01-18,(週四),1.2674,1.2701,1.2708,1.2648,1.2704,1.2632,,1.2704
2024-01-19,(週五),1.2704,1.2702,1.2715,1.2656,1.2694,1.2674,,1.2694
2024-01-22,(週一),1.2694,1.2697,1.2733,1.2681,1.2706,1.2704,,1.2706
2024-01-23,(週二),1.2706,1.2666,1.2747,1.2631,1.2682,1.2694,,1.2682
2024-01-24,(週三),1.2682,1.2707,1.2775,1.2680,1.2720,1.2706,,1.2720
2024-01-25,(週四),1.2720,1.2693,1.2743,1.2679,1.2703,1.2682,,1.2703
2024-01-26,(週五),1.2703,1.2703,1.2758,1.2676,1.2698,1.2720,,1.2698
2024-01-29,(週一),1.2698,1.2700,1.2719,1.2662,1.2707,1.2703,,1.2707
2024-01-30,(週二),1.2707,1.2680,1.2721,1.2640,1.2696,1.2698,,1.2696
2024-01-31,(週三),1.2696,1.2641,1.2751,1.2637,1.2674,1.2707,,1.2674
2024-02-01,(週四),1.2674,1.2740,1.2756,1.2625,1.2740,1.2696,,1.2740
2024-02-02,(週五),1.2740,1.2633,1.2772,1.2614,1.2629,1.2674,,1.2629
2024-02-05,(週一),1.2629,1.2527,1.2632,1.2504,1.2531,1.2740,,1.2531
2024-02-06,(週二),1.2531,1.2586,1.2603,1.2526,1.2594,1.2629,,1.2594
2024-02-07,(週三),1.2594,1.2619,1.2642,1.2590,1.2624,1.2531,,1.2624
2024-02-08,(週四),1.2624,1.2605,1.2639,1.2572,1.2612,1.2594,,1.2612
2024-02-09,(週五),1.2612,1.2630,1.2643,1.2599,1.2622,1.2624,,1.2622
2024-02-12,(週一),1.2622,1.2619,1.2655,1.2606,1.2625,1.2612,,1.2625
2024-02-13,(週二),1.2625,1.2582,1.2687,1.2568,1.2590,1.2622,,1.2590
2024-02-14,(週三),1.2590,1.2553,1.2611,1.2535,1.2561,1.2625,,1.2561
2024-02-15,(週四),1.2561,1.2582,1.2602,1.2540,1.2596,1.2590,,1.2596
2024-02-16,(週五),1.2596,1.2600,1.2624,1.2551,1.2599,1.2561,,1.2599
2024-02-19,(週一),1.2599,1.2581,1.2630,1.2569,1.2589,1.2596,,1.2589
2024-02-20,(週二),1.2589,1.2618,1.2669,1.2579,1.2620,1.2599,,1.2620
2024-02-21,(週三),1.2620,1.2630,1.2642,1.2603,1.2634,1.2589,,1.2634
2024-02-22,(週四),1.2634,1.2655,1.2709,1.2611,1.2656,1.2620,,1.2656
2024-02-23,(週五),1.2656,1.2669,1.2701,1.2648,1.2672,1.2634,,1.2672
2024-02-26,(週一),1.2672,1.2674,1.2699,1.2657,1.2679,1.2656,,1.2679
2024-02-27,(週二),1.2679,1.2678,1.2697,1.2660,1.2684,1.2672,,1.2684
2024-02-28,(週三),1.2684,1.2648,1.2686,1.2622,1.2658,1.2679,,1.2658
2024-02-29,(週四),1.2658,1.2609,1.2682,1.2598,1.2619,1.2684,,1.2619
2024-03-01,(週五),1.2619,1.2655,1.2664,1.2599,1.2652,1.2658,,1.2652
2024-03-04,(週一),1.2652,1.2686,1.2706,1.2651,1.2690,1.2619,,1.2690
2024-03-05,(週二),1.2690,1.2696,1.2735,1.2671,1.2701,1.2652,,1.2701
2024-03-06,(週三),1.2701,1.2726,1.2761,1.2690,1.2728,1.2690,,1.2728
2024-03-07,(週四),1.2728,1.2801,1.2811,1.2723,1.2803,1.2701,,1.2803
2024-03-08,(週五),1.2803,1.2857,1.2894,1.2801,1.2848,1.2728,,1.2848
2024-03-11,(週一),1.2848,1.2798,1.2862,1.2756,1.2823,1.2803,,1.2823
2024-03-12,(週二),1.2823,1.2732,1.2810,1.2783,1.2789,1.2848,,1.2789
2024-03-13,(週三),1.2789,1.2789,1.2811,1.2770,1.2793,1.2823,,1.2793
2024-03-14,(週四),1.2793,1.2749,1.2823,1.2731,1.2750,1.2789,,1.2750
2024-03-15,(週五),1.2750,1.2735,1.2759,1.2725,1.2734,1.2793,,1.2734
2024-03-18,(週一),1.2734,1.2725,1.2747,1.2718,1.2728,1.2750,,1.2728
2024-03-19,(週二),1.2728,1.2720,1.2733,1.2668,1.2720,1.2734,,1.2720
2024-03-20,(週三),1.2720,1.2784,1.2787,1.2684,1.2785,1.2728,,1.2785
2024-03-21,(週四),1.2785,1.2654,1.2803,1.2642,1.2657,1.2720,,1.2657
2024-03-22,(週五),1.2657,1.2600,1.2675,1.2575,1.2597,1.2785,,1.2597
2024-03-25,(週一),1.2597,1.2634,1.2652,1.2592,1.2637,1.2657,,1.2637
2024-03-26,(週二),1.2637,1.2625,1.2668,1.2619,1.2626,1.2597,,1.2626
2024-03-27,(週三),1.2626,1.2605,1.2641,1.2623,1.2623,1.2637,,1.2623
2024-03-28,(週四),1.2623,1.2622,1.2655,1.2586,1.2622,1.2626,,1.2622
2024-03-29,(週五),1.2622,1.2621,1.2645,1.2608,1.2625,1.2623,,1.2625
2024-04-01,(週一),1.2625,1.2547,1.2642,1.2539,1.2550,1.2622,,1.2550
2024-04-02,(週二),1.2550,1.2570,1.2578,1.2539,1.2574,1.2625,,1.2574
2024-04-03,(週三),1.2574,1.2645,1.2656,1.2562,1.2649,1.2550,,1.2649
2024-04-04,(週四),1.2649,1.2631,1.2683,1.2621,1.2637,1.2574,,1.2637
2024-04-05,(週五),1.2637,1.2637,1.2649,1.2574,1.2621,1.2649,,1.2621
2024-04-08,(週一),1.2621,1.2640,1.2664,1.2613,1.2652,1.2637,,1.2652
